solver_upper,solver_lower,Î”p,seed,profit,market_share,num_evals,time,status
LD_MMA,Ipopt,nothing,1,763095.0244814962,5.473044706849988,58,5223.248332023621,4
LD_MMA,Ipopt,nothing,2,647615.6240026074,5.510982189555721,51,4742.689513921738,4
LD_MMA,Ipopt,nothing,3,785222.7713789152,5.496784911947918,52,4898.633311986923,4
LD_MMA,Ipopt,nothing,4,696144.0876179516,5.693404697323059,48,5097.842547178268,4
LD_MMA,Ipopt,nothing,5,777237.1560935642,5.465085022928578,31,3426.131083011627,4
LD_MMA,Ipopt,nothing,7,709407.5791562888,5.551524568785184,51,4731.625789880753,4
LD_MMA,Ipopt,nothing,8,829592.6036594185,5.503763274506792,54,5420.210821151733,4
LD_MMA,Ipopt,nothing,9,740503.4336833901,5.494251454803217,53,4863.309112071991,4
LN_BOBYQA,Ipopt,0.0,2,385557.7831737955,1.0457149046685181,100,2048.12282204628,5
LN_BOBYQA,Ipopt,0.0,3,384922.0106639474,1.0338236542586012,100,1741.6074459552765,5
LN_BOBYQA,Ipopt,0.0,4,372987.8115548726,1.000955716353836,100,1879.1780288219452,5
LN_BOBYQA,Ipopt,0.0,8,385599.3639342813,1.040553129624309,100,1853.8286619186401,5
LN_BOBYQA,Ipopt,0.0,9,377596.75082265434,1.0280291628739298,100,1888.7991490364075,5
LN_BOBYQA,Ipopt,0.0,10,364604.2245929031,0.9789858879518353,100,1799.6835939884186,5
LN_COBYLA,Ipopt,0.0,2,455690.4622564906,1.2768479925360656,100,2056.48614692688,5
LN_COBYLA,Ipopt,0.0,3,453681.9058440277,1.268292117138062,100,1788.0797748565674,5
LN_COBYLA,Ipopt,0.0,4,445688.2818385775,1.243156638955702,100,1846.7739961147308,5
LN_COBYLA,Ipopt,0.0,8,402582.56670932414,1.1039157409656242,100,1886.1198689937592,5
LN_COBYLA,Ipopt,0.0,9,460929.08241540554,1.2936620440698983,100,1753.9974720478058,5
LN_COBYLA,Ipopt,0.0,10,441021.88283406827,1.234313197882759,100,1746.5269379615784,5
LN_COBYLA,Ipopt,0.0,1,445078.1423079036,1.2348499223505311,100,1642.233705997467,5
LD_SLSQP,Ipopt,nothing,5,361092.8467074701,0.9705346029574599,1,328.6287798881531,4
LD_CCSAQ,Ipopt,nothing,1,865777.6409374254,4.924741812075953,58,4722.888010025024,4
LN_BOBYQA,Ipopt,0.0,6,377512.7432059537,1.0171404460731441,100,2210.409973859787,5
LN_BOBYQA,Ipopt,0.0,7,372795.4990087037,1.0051094144550203,100,4360.791481018066,5
LD_MMA,Ipopt,nothing,6,655217.2314237518,5.768599646056398,51,4790.7436101436615,4
LD_TNEWTON_PRECOND_RESTART,Ipopt,nothing,4,946819.1086822012,4.2721327415139125,61,6084.313436985016,4
LD_MMA,Ipopt,nothing,10,740397.4707648519,5.437243652642576,51,4644.582688808441,4
LD_CCSAQ,Ipopt,nothing,2,958960.7569564288,4.9773509468261565,53,4771.052474975586,4
LD_CCSAQ,Ipopt,nothing,3,881844.446174467,5.030087253722467,52,4612.008496999741,4
LN_BOBYQA,Ipopt,0.0,1,370868.89833338564,0.99269379010979,100,1574.4580879211426,5
LD_CCSAQ,Ipopt,nothing,4,852544.2212812195,4.937471040422679,57,6256.860535144806,4
LD_TNEWTON_PRECOND_RESTART,Ipopt,nothing,8,886900.2692065428,4.522389761538202,85,9017.482391119003,4
LD_CCSAQ,Ipopt,nothing,5,876558.4320741579,4.9579754656702315,60,6208.630883932114,4
LD_CCSAQ,Ipopt,nothing,6,882604.859439062,4.949006378588906,57,5059.946820020676,4
LD_CCSAQ,Ipopt,nothing,7,865919.200103611,4.936893793045543,56,4742.679541110992,4
LD_SLSQP,Ipopt,nothing,4,939773.5724978196,3.712319507250259,100,9312.706056833267,5
LD_SLSQP,Ipopt,nothing,7,370846.8680343175,1.000010615588849,1,119.07087993621826,4
LD_SLSQP,Ipopt,nothing,2,981751.7547293808,3.976173171005669,100,9234.672760009766,5
LD_SLSQP,Ipopt,nothing,8,880621.0068699884,3.2708947211254404,100,8346.3530189991,5
LD_SLSQP,Ipopt,nothing,9,962220.4989043615,4.253120976146774,100,8124.440047979355,5
LD_SLSQP,Ipopt,nothing,10,915427.2589328055,4.072749203205618,100,8140.769929885864,5
LD_SLSQP,Ipopt,nothing,3,382965.20115181385,1.0285899909371885,1,109.31101393699646,4
LD_TNEWTON_PRECOND_RESTART,Ipopt,nothing,3,894864.6797276961,4.501147755337157,44,3928.2089171409607,4
LD_CCSAQ,Ipopt,nothing,8,843574.6079864681,4.987640110007977,47,3896.163267850876,4
LD_CCSAQ,Ipopt,nothing,9,893301.5427800094,4.964824798862503,53,4455.742611169815,4
LD_CCSAQ,Ipopt,nothing,10,870338.9921688911,4.91134686506627,60,4816.567409992218,4
LD_SLSQP,Ipopt,nothing,1,963555.3278867417,4.030547695525361,100,8082.192088127136,5
